"Statewide Allocation Detail"
"August 2019 - August 2023"
"Report Date: 09/28/2023 19:14 PM",
"Municipality","Establishment","License Number","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","Net Terminal Income","NTI Tax","State Share","Municipality Share",
"Berwyn","Fill Up Station, Inc.","120703649","4","10050927.8500","9204126.1100","846801.7400","3452642.0000","2605840.2600","846801.7400","286553.9600","244213.9200","42340.0400",
"Berwyn","FLIGHT 22 WINE BAR LLC","180702274","6","19039487.2000","17322560.5400","1716926.6600","6881204.0000","5164122.3800","1717081.6200","581835.4500","495981.3300","85854.1200",
"Berwyn","Friendly Inc.","120707756","4","5461060.5500","5006382.6200","454677.9300","1837989.0000","1383288.8700","454700.1300","153618.6300","130883.5100","22735.1200",
"Berwyn","HAMMERHED ENTERPRISES, INC.","190700458","5","4246398.2100","3918224.8500","328173.3600","1429845.0000","1101671.6400","328173.3600","110935.1800","94526.5100","16408.6700",
"Berwyn","HARLEM AVENUE LOUNGE, INCORPORATED","150703199","3","3741530.8900","3548761.0500","192769.8400","1801514.0000","1608744.1600","192769.8400","65253.3600","55614.8600","9638.5000",
"Berwyn","HDZ GARV INC.","160700114","5","3872565.8600","3524491.0500","348074.8100","1387323.0000","1039248.1900","348074.8100","117674.8000","100270.9500","17403.8500",
"Berwyn","HLW Partners, LLC","190703808","4","2608466.9900","2407133.7900","201333.2000","925007.0000","723673.8000","201333.2000","68453.1900","58386.5400","10066.6500",
"Berwyn","HOME RUN INN PIZZA-BERWYN INC.","190703230","4","1261090.1300","1120431.6800","140658.4500","510512.0000","369852.5500","140659.4500","47824.7300","40791.6900","7033.0400",
"Berwyn","House Of Slots, Inc.","160700660","6","16541306.2500","15124578.9400","1416727.3100","5597316.0000","4180587.6900","1416728.3100","479330.3100","408493.8600","70836.4500",
"Berwyn","IBAZA ENTERTAINMENT GROUP INC.","190700954","5","620613.6500","568448.1600","52165.4900","248437.0000","196271.6700","52165.3300","17247.4600","14639.2200","2608.2400",
"Berwyn","Illinois Café & Service Company, LLC","140701122","6","30274386.3100","27680114.6400","2594271.6700","10519999.0000","7925726.3300","2594272.6700","878958.1700","749244.4700","129713.7000",
"Berwyn","ITALIAN-AMERICAN CIVIC ORGANIZATION OF BERWYN","210702822","5","791347.2400","732133.3400","59213.9000","289821.0000","230605.8600","59215.1400","20133.1800","17172.3800","2960.8000",
"Berwyn","JC STACKS GAMING LOUNGE, INC.","160700875","5","2598243.6600","2378887.4700","219356.1900","974787.0000","755399.5400","219387.4600","74225.9500","63256.5700","10969.3800",
"Berwyn","JJMH INC.","180704572","5","4178445.6200","3864307.5100","314138.1100","1514857.0000","1200718.8900","314138.1100","105959.0900","90252.1100","15706.9800",
"Berwyn","JUNIOR'S BAR AND GRILL, INC.","120708208","6","16858878.5600","15527821.9800","1331056.5800","5186828.0000","3855771.2700","1331056.7300","450556.4700","384003.5200","66552.9500",
"Berwyn","KATZ FAM, INC.","190703500","5","1686520.3500","1538982.3700","147537.9800","632321.0000","484783.0200","147537.9800","50163.5100","42786.5000","7377.0100",
"Berwyn","Kladas, Inc.","120700649","6","11435527.2900","10369525.3100","1066001.9800","3979532.0000","2913484.0700","1066047.9300","360552.4400","307249.9200","53302.5200",
"Berwyn","Lacey's Place LLC Series Berwyn","160702878","6","27686993.0300","25116726.9000","2570266.1300","9817764.0000","7246826.1200","2570937.8800","870756.6800","742209.6700","128547.0100",
"Berwyn","LUCKY DOG III, INCORPORATED","150702129","6","23066154.8900","21146716.5900","1919438.3000","8219378.0000","6299939.2000","1919438.8000","649185.4700","553213.4200","95972.0500",
"Berwyn","LUCKY'S GROUP LLC","230701301","6","4821995.9800","4398569.0800","423426.9000","1799827.0000","1376399.8000","423427.2000","142882.5600","121711.1700","21171.3900",
"Berwyn","Luigi's Paisans Pizza, Inc.","130702452","5","6895694.1900","6254829.8400","640864.3500","2487522.0000","1846657.9800","640864.0200","216885.3400","184842.0600","32043.2800",
"Berwyn","Mama Kazzs, Inc.","120701421","6","5187787.3800","4739758.2600","448029.1200","1986268.0000","1538238.8800","448029.1200","151919.2800","129517.8200","22401.4600",
"Berwyn","May's Berwyn, LLC","180701594","6","21057029.9300","19084861.8300","1972168.1000","7837543.0000","5865374.9000","1972168.1000","667762.8600","569154.4900","98608.3700",
"Berwyn","MCCREERY LLC","140701398","6","11377264.9200","10537967.4800","839297.4400","3688093.0000","2848793.2200","839299.7800","283822.3500","241857.2900","41965.0600",
"Berwyn","Michael Anthony's Pizzeria, Inc.","120701361","5","8375382.1100","7605089.8900","770292.2200","3066583.0000","2295975.4300","770607.5700","260849.7800","222319.4200","38530.3600",
"Berwyn","MIKE'S PLACE SPORTS BAR & GRILL, LLC","190701911","6","1873814.3000","1730146.4400","143667.8600","814527.0000","670859.1400","143667.8600","48847.3800","41663.9500","7183.4300",
"Berwyn","MKR CAFES LLC","180700347","6","9569659.7400","8745115.9500","824543.7900","3756560.0000","2931996.6100","824563.3900","278955.1200","237726.9200","41228.2000",
"Berwyn","MONSE'S TAPAS BAR , INC.","210701996","6","6719549.9900","6070268.6000","649281.3900","2483204.0000","1833913.1300","649290.8700","220759.1100","188294.5400","32464.5700",
"Berwyn","Mr. D's 12th Street Rag, Inc.","120707524","6","16650544.9100","15230376.3600","1420168.5500","5844086.0000","4423899.5000","1420186.5000","480843.3400","409833.9900","71009.3500",
"Berwyn","MTDB Corporation","120700789","6","16094077.0400","14610969.3700","1483107.6700","6038506.0000","4555381.3300","1483124.6700","502383.6700","428227.3600","74156.3100",
"Berwyn","MY UNCLE'S PLACE, LTD.","150702768","4","3924496.0500","3569582.9800","354913.0700","1353669.0000","998755.5800","354913.4200","119424.7100","101679.0300","17745.6800",
"Berwyn","Nonna D's Pizzeria, Inc.","150700584","5","3745985.0300","3422570.8700","323414.1600","1451012.0000","1127597.8400","323414.1600","109327.4700","93156.6800","16170.7900",
"Berwyn","Oasis Bar and Grill, Inc.","120701315","4","4185350.7700","3799873.4800","385477.2900","1686073.0000","1299847.4400","386225.5600","130722.7100","111411.4100","19311.3000",
"Berwyn","Off the Traxx, Inc.","120711978","3","2930764.3000","2668280.0500","262484.2500","1243792.0000","981307.7500","262484.2500","88740.9300","75616.7300","13124.2000",
"Berwyn","Olive or Twist Inc.","140701256","3","933200.1200","848108.1000","85092.0200","270459.0000","185366.9800","85092.0200","28471.8200","24217.2000","4254.6200",
"Berwyn","On the Rocks Events Inc.","220702944","5","1298488.5200","1192153.4800","106335.0400","517967.0000","411631.9600","106335.0400","36154.0700","30837.2900","5316.7800",
"Berwyn","Paganelli Incorporated","140702005","5","4932940.1600","4433260.5100","499679.6500","1922713.0000","1423032.4700","499680.5300","169073.1300","144088.9800","24984.1500",
"Berwyn","Primo's Lounge Inc.","190702545","3","3027368.0200","2790016.8900","237351.1300","787065.0000","549495.7300","237569.2700","80773.7800","68895.2800","11878.5000",
"Berwyn","Randi M Wagner","120700535","6","15625337.4700","14236461.9900","1388875.4800","5270379.0000","3881476.7100","1388902.2900","470886.5600","401441.4000","69445.1600",
"Berwyn","Stella's - Berwyn, LLC","160700779","6","42326833.1000","38492408.5900","3834424.5100","15178819.0000","11344394.4900","3834424.5100","1298974.2600","1107253.0300","191721.2300",
"Berwyn","Tapp City, Inc.","120708475","6","12926732.3300","11755800.5300","1170931.8000","4680913.0000","3509879.7000","1171033.3000","397189.3000","338637.5200","58551.7800",
"Berwyn","The Berwyn Tap Room Incorporated","140701654","2","18127.1200","16138.4100","1988.7100","4768.0000","2779.2900","1988.7100","656.2800","556.8400","99.4400",
"Berwyn","The Izaguirre Corporation","120706444","6","5006562.6700","4553445.0500","453117.6200","1842095.0000","1388975.7800","453119.2200","153405.2400","130749.2500","22655.9900",
"Berwyn","TIPSY'S TAP, INCORPORATED","160700359","6","8202623.4800","7431953.8800","770669.6000","3056540.0000","2285870.7000","770669.3000","260991.7100","222458.1300","38533.5800",
"Berwyn","Tlaloc, Inc.","120702213","5","7229237.8700","6602516.7600","626721.1100","2548883.0000","1922156.6300","626726.3700","212264.3000","180927.9500","31336.3500",
"Berwyn","V-BAR, INC.","150700029","5","8974756.4800","8301771.7800","672984.7000","2830156.0000","2157118.9900","673037.0100","227456.4000","193804.5100","33651.8900",
"Berwyn","Vinny's Gambling Cafe Group, Inc.","140704307","6","16157831.7200","14831959.6500","1325872.0700","5040775.0000","3714849.3700","1325925.6300","448431.4400","382135.0500","66296.3900",
"Bethalto","""Geno's"" 140 Club, Inc.""","130703360","3","2161004.8500","1984991.8400","176013.0100","590941.0000","414927.9900","176013.0100","59844.4900","51043.8300","8800.6600",
"Bethalto","109 South, Inc.","170701206","5","10571008.4100","9710681.9600","860326.4500","3364454.0000","2504014.0400","860439.9600","291701.5200","248679.4600","43022.0600",
"Bethalto","JBL, LLC","190702502","6","13580377.9600","12440489.7600","1139888.2000","4223538.0000","3083649.6500","1139888.3500","387562.6600","330568.1800","56994.4800",
"Bethalto","LAUX PROPERTIES LLC","180702059","6","8087121.4200","7419827.8000","667293.6200","2906714.0000","2239420.2300","667293.7700","226437.2700","193072.5700","33364.7000",
"Bethalto","Nu Bowl Lanes, Inc.","170700226","6","13494384.8200","12311696.4800","1182688.3400","3950183.0000","2767494.2600","1182688.7400","400130.3500","340995.8400","59134.5100",
"Bethalto","PACE RESTAURANT GROUP INC.","170700233","5","780189.9500","726144.4500","54045.5000","241472.0000","187426.6000","54045.4000","17834.8200","15132.5900","2702.2300",
"Bethalto","Runway Lounge & Package Liquor, Inc.","170700261","6","20771736.2900","19159613.9600","1612122.3300","7028283.0000","5415583.2100","1612699.7900","546267.8000","465632.7200","80635.0800",
"Bethalto","SFH Enterprises, LLC","220702928","6","286821.0400","252970.3300","33850.7100","92652.0000","58617.3900","34034.6100","11571.8700","9870.1300","1701.7400",
"Bethalto","SOHAM CORPORATION","190702479","6","20318647.3000","18619912.4600","1698734.8400","5731327.0000","4032591.9600","1698735.0400","577394.1500","492457.3800","84936.7700",
"Bethany","American Legion Bethany Post No. 507","190900052","4","1443146.2900","1334203.0500","108943.2400","523868.0000","414924.7600","108943.2400","36883.1900","31436.0600","5447.1300",
"Bethany","BBMS, LLC","160701273","6","8062066.7600","7478649.5800","583417.1800","2770958.0000","2187540.5200","583417.4800","197769.3500","168598.4200","29170.9300",
"Big Rock","Rock Way Mart Inc.,","141003932","6","7338068.3300","6698976.6000","639091.7300","2348745.0000","1709652.8700","639092.1300","216526.8200","184572.1700","31954.6500",
"Biggsville","STEVEN GIBB","210701304","4","1970602.7600","1819131.4000","151471.3600","604199.0000","452726.6900","151472.3100","51500.8200","43927.2000","7573.6200",
"Bishop Hill","The Colony Inn, LLC","180700281","6","5503796.0400","5071090.0400","432706.0000","1733880.0000","1301173.5600","432706.4400","146707.2100","125071.9200","21635.2900",
"Bismarck","Brew House Market, Ltd.","230700184","6","634271.8400","592585.9100","41685.9300","219968.0000","178282.0700","41685.9300","14173.1400","12088.8600","2084.2800",
"Blandinsville","2 DOORS DOWN, LLC","200702629","3","577969.0900","525068.5700","52900.5200","217691.0000","164790.1700","52900.8300","17986.2900","15341.2700","2645.0200",
"Blandinsville","BLANDINSVILLE GOLF AND COUNTRY CLUB","210700751","3","814997.3800","733704.9300","81292.4500","289486.0000","208193.5500","81292.4500","27639.6900","23575.0300","4064.6600",
"Blandinsville","Minit Stop Convenience Mart, LLC","180700232","4","6317156.1700","5871908.7600","445247.4100","1990100.0000","1544852.5900","445247.4100","150757.0200","128494.6100","22262.4100",
"Blandinsville","Randall Whited & Anne Whited","140702913","5","304850.3300","278634.5300","26215.8000","99271.0000","73055.2000","26215.8000","8736.1300","7425.3500","1310.7800",
"Blandinsville","Slups Bar & Grill, LLC","160703305","4","4394120.1900","4047117.6500","347002.5400","1395436.0000","1048406.3600","347029.6400","117491.2300","100139.6900","17351.5400",
"Bloomingdale","ALCENTRO TRATTORIA LLC","180702023","3","1537788.1800","1420789.9100","116998.2700","535187.0000","418188.7300","116998.2700","39770.6700","33920.7100","5849.9600",
"Bloomingdale","ANYWAY'S BLOOMINGDALE, INC.","140702728","6","29080286.0600","26630901.0800","2449384.9800","9440905.0000","6991470.0200","2449434.9800","830011.4000","707539.6200","122471.7800",
"Bloomingdale","Caputo's New Farm Produce-Bloomingdale, Inc.","220701206","5","1837510.7100","1654701.7000","182809.0100","684565.0000","501651.2400","182913.7600","62190.7300","53045.0300","9145.7000",
"Bloomingdale","Cesar's Sports Bar, Inc.","140702185","6","16591745.2500","15049000.5100","1542744.7400","5812081.0000","4269336.2600","1542744.7400","522155.6100","445018.2800","77137.3300",
"Bloomingdale","First ILR, L,L,C.","140702998","3","355188.6700","323969.8100","31218.8600","78652.0000","47431.6400","31220.3600","10393.8500","8832.8400","1561.0100",
"Bloomingdale","HMTL LLC","200702988","6","1298381.3100","1186276.1800","112105.1300","358715.0000","246609.8700","112105.1300","38115.9300","32510.6200","5605.3100",
"Bloomingdale","INNOVATOR Z LLC","220702588","6","41044.3600","34738.6300","6305.7300","18163.0000","11857.2700","6305.7300","2143.9500","1828.6600","315.2900",
"Bloomingdale","LA CAMPANA RESTAURANT, INC.","170703304","3","5504778.6800","5013807.1000","490971.5800","1937031.0000","1446059.4200","490971.5800","166528.9700","141980.3200","24548.6500",
"Bloomingdale","MANDARIN BISTRO INC.","190702546","4","1033077.6000","948715.2900","84362.3100","416273.0000","331910.6900","84362.3100","28652.7700","24434.6400","4218.1300",
"Bloomingdale","ROOSTER'S BAR N GRILL, INC.","140702197","6","25194791.7000","23016693.2400","2178098.4600","8619994.0000","6441815.3900","2178178.6100","737766.3300","628857.2800","108909.0500",
"Bloomingdale","Tony Spavone Ristorante, Inc.","140701097","4","2876906.9900","2602133.8100","274773.1800","1034800.0000","760026.6600","274773.3400","93066.6400","79327.9300","13738.7100",
"Bloomington","American Hungarian Family Society","150700683","5","3641924.9900","3334294.3000","307630.6900","1140090.0000","832439.2700","307650.7300","103960.3400","88577.8000","15382.5400",
"Bloomington","Arlandria, L.L.C.","190703034","4","1770358.7300","1653487.6400","116871.0900","556932.0000","440060.9100","116871.0900","39717.3700","33873.7700","5843.6000",
"Bloomington","Around the Corner II Inc.","190703227","5","14418031.7600","13283306.2300","1134725.5300","5401382.0000","4266636.6700","1134745.3300","385813.4100","329076.1500","56737.2600",
"Bloomington","Around the Corner, Inc.","140704223","5","35893780.3800","33004375.6000","2889404.7800","12174595.0000","9285142.4800","2889452.5200","977983.6400","833511.1100","144472.5300",
"Bloomington","Auctus LLC","130702568","5","14697573.2600","13649632.5600","1047940.7000","3997829.0000","2949885.5200","1047943.4800","355049.7700","302652.5200","52397.2500",
"Bloomington","BAYMT, Inc","120702074","5","21681274.7400","19846948.2800","1834326.4600","7240773.0000","5406356.0300","1834416.9700","620908.2700","529187.3400","91720.9300",
"Bloomington","Betty Ruth Roley","140703279","5","28685573.6800","26397835.8700","2287737.8100","9249018.0000","6961260.2100","2287757.7900","775188.5000","660800.6000","114387.9000",
"Bloomington","Big Cheese, Inc.","150703510","3","730011.5000","684692.0800","45319.4200","226932.0000","181612.6200","45319.3800","15037.5100","12771.5700","2265.9400",
"Bloomington","BillHill, Inc.","120706741","5","15467601.3200","14214615.9000","1252985.4200","5122086.0000","3869100.0800","1252985.9200","424625.1100","361975.8300","62649.2800",
